metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
mrr,absence of bias / stereotypes,Bias-Freeness,1,12,23,596,13,24,632,2.0702341137123748,0.4313116660871781,0.5113460346128734,0.740781719303381,False
distinct,absence of bias / stereotypes,Bias-Freeness,1,15,23,593,16,24,632,1.673913043478261,0.2286528662073905,0.6325245118644396,0.7539882696414163,False
attack success rate asr,absence of bias / stereotypes,Bias-Freeness,0,14,24,594,14,24,632,0.0,1.0964357158850369,0.295049648427853,0.740781719303381,False
perplexity,absence of bias / stereotypes,Bias-Freeness,3,26,21,582,29,24,632,2.9704433497536944,2.5158937347691173,0.1127037203740982,0.6235929066191409,False
alignscore,absence of bias / stereotypes,Bias-Freeness,0,11,24,597,11,24,632,0.0,0.859367360154918,0.353915791896894,0.740781719303381,False
chair,absence of bias / stereotypes,Bias-Freeness,0,10,24,598,10,24,632,0.0,0.7806040881850058,0.3769564518146727,0.740781719303381,False
chrf,absence of bias / stereotypes,Bias-Freeness,0,13,24,595,13,24,632,0.0,1.0172827465381276,0.313164417516262,0.740781719303381,False
comet,absence of bias / stereotypes,Bias-Freeness,0,27,24,581,27,24,632,0.0,2.137482975371515,0.1437375572339643,0.6828467329374567,False
cosine similarity,absence of bias / stereotypes,Bias-Freeness,1,12,23,596,13,24,632,2.0702341137123748,0.4313116660871781,0.5113460346128734,0.740781719303381,False
auroc,absence of bias / stereotypes,Bias-Freeness,0,10,24,598,10,24,632,0.0,0.7806040881850058,0.3769564518146727,0.740781719303381,False
rouge,nonredundancy (form),Conciseness,16,149,5,462,165,21,632,9.056969696969697,23.89941142690047,1.0150278983034934e-06,0.0002062762251107,True
bleu,nonredundancy (form),Conciseness,7,142,14,469,149,21,632,1.6208053691275168,1.0623095867922403,0.3026890122895637,0.740781719303381,False
accuracy,nonredundancy (form),Conciseness,2,125,19,486,127,21,632,0.4185661002900953,1.7847208683786917,0.1815706978985874,0.7397630894699759,False
exact match,nonredundancy (form),Conciseness,2,35,19,576,37,21,632,1.6927453769559035,0.4534289310725545,0.5007110915246097,0.740781719303381,False
moverscore,nonredundancy (form),Conciseness,4,15,17,596,19,21,632,7.591331269349845,9.301664805268317,0.0022894571470103,0.0644218018751065,False
meteor,nonredundancy (form),Conciseness,6,54,15,557,60,21,632,3.8133333333333335,6.431988076152631,0.0112083053389441,0.1814158448223792,False
unieval,nonredundancy (form),Conciseness,2,19,19,592,21,21,632,3.06265664160401,1.7811480590333146,0.1820084145770854,0.7397630894699759,False
g eval,nonredundancy (form),Conciseness,3,20,18,591,23,21,632,4.41304347826087,4.231264238597445,0.0396858695693125,0.3923538132014742,False
bertscore,nonredundancy (form),Conciseness,13,120,8,491,133,21,632,6.0968045112781954,17.129915765340023,3.4908112028887806e-05,0.0029021334954925,True
bartscore,nonredundancy (form),Conciseness,4,30,17,581,34,21,632,4.13840830449827,5.08254125922065,0.0241679221933141,0.2927359582223289,False
questeval,nonredundancy (form),Conciseness,0,10,21,601,10,21,632,0.0,0.6813460377186139,0.4091236059245687,0.740781719303381,False
ndcg,nonredundancy (form),Conciseness,0,10,21,601,10,21,632,0.0,0.6813460377186139,0.4091236059245687,0.740781719303381,False
recall,nonredundancy (form),Conciseness,1,56,20,555,57,21,632,0.5043859649122807,0.5676628225015363,0.4511891459638399,0.740781719303381,False
f1,nonredundancy (form),Conciseness,2,91,19,520,93,21,632,0.6100735710243351,0.5205406982732521,0.4706111266106657,0.740781719303381,False
win rate,nonredundancy (form),Conciseness,0,22,21,589,22,21,632,0.0,1.5138266913319087,0.2185560945307423,0.740781719303381,False
precision,nonredundancy (form),Conciseness,1,35,20,576,36,21,632,0.8277777777777777,0.0372093669030051,0.8470394025436712,0.8922643499816203,False
spearman correlation,nonredundancy (form),Conciseness,2,19,19,592,21,21,632,3.06265664160401,1.7811480590333146,0.1820084145770854,0.7397630894699759,False
pearson correlation,nonredundancy (form),Conciseness,0,15,21,596,15,21,632,0.0,1.0262097365866762,0.3110505570483411,0.740781719303381,False
bleurt,nonredundancy (form),Conciseness,2,30,19,581,32,21,632,1.9736842105263157,0.728575963210992,0.3933451640078145,0.740781719303381,False
qafacteval,nonredundancy (form),Conciseness,1,9,20,602,10,21,632,3.1100000000000003,0.9378879681665586,0.3328215947243306,0.740781719303381,False
cider,nonredundancy (form),Conciseness,1,15,20,596,16,21,632,1.9250000000000005,0.3523416417079333,0.5527905672969642,0.740781719303381,False
mrr,nonredundancy (form),Conciseness,0,13,21,598,13,21,632,0.0,0.8879242353639106,0.3460404409506605,0.740781719303381,False
distinct,nonredundancy (form),Conciseness,0,16,21,595,16,21,632,0.0,1.095523619941207,0.2952505856529806,0.740781719303381,False
attack success rate asr,nonredundancy (form),Conciseness,0,14,21,597,14,21,632,0.0,0.9570100669994956,0.3279413406352294,0.740781719303381,False
perplexity,nonredundancy (form),Conciseness,1,28,20,583,29,21,632,1.039655172413793,0.0014731139985426,0.9693837762844024,0.9768611167075328,False
alignscore,nonredundancy (form),Conciseness,0,11,21,600,11,21,632,0.0,0.7500925919332619,0.386446917202167,0.740781719303381,False
chair,nonredundancy (form),Conciseness,0,10,21,601,10,21,632,0.0,0.6813460377186139,0.4091236059245687,0.740781719303381,False
chrf,nonredundancy (form),Conciseness,0,13,21,598,13,21,632,0.0,0.8879242353639106,0.3460404409506605,0.740781719303381,False
comet,nonredundancy (form),Conciseness,0,27,21,584,27,21,632,0.0,1.8656238199894437,0.1719771315356515,0.7332078638198289,False
cosine similarity,nonredundancy (form),Conciseness,0,13,21,598,13,21,632,0.0,0.8879242353639106,0.3460404409506605,0.740781719303381,False
auroc,nonredundancy (form),Conciseness,0,10,21,601,10,21,632,0.0,0.6813460377186139,0.4091236059245687,0.740781719303381,False
rouge,control over style,Style Control,4,161,11,456,165,15,632,1.0292011019283749,0.0024783120118002,0.960295594667136,0.9703760456608794,False
bleu,control over style,Style Control,7,142,8,475,149,15,632,2.8364093959731544,3.911981014499912,0.0479430523906735,0.4340982317947622,False
accuracy,control over style,Style Control,1,126,14,491,127,15,632,0.2840269966254218,2.183558415936252,0.1394916167118583,0.6716266264226144,False
exact match,control over style,Style Control,0,37,15,580,37,15,632,0.0,1.8323462100192416,0.1758506740581392,0.7391804680515781,False
moverscore,control over style,Style Control,0,19,15,598,19,15,632,0.0,0.9269489695396004,0.3356569903994859,0.740781719303381,False
meteor,control over style,Style Control,2,58,13,559,60,15,632,1.4666666666666666,0.2377312911972964,0.6258495190031939,0.7539882696414163,False
unieval,control over style,Style Control,1,20,14,597,21,15,632,2.078231292517007,0.419815739393343,0.5170290010377616,0.740781719303381,False
g eval,control over style,Style Control,0,23,15,594,23,15,632,0.0,1.125800034546785,0.2886729754090451,0.740781719303381,False
bertscore,control over style,Style Control,4,129,11,488,133,15,632,1.36431989063568,0.2760483308171173,0.5993030562930409,0.7501053574024433,False
bartscore,control over style,Style Control,0,34,15,583,34,15,632,0.0,1.6795362620977263,0.1949860837639603,0.740781719303381,False
questeval,control over style,Style Control,0,10,15,607,10,15,632,0.0,0.4842956810708443,0.4864829656305162,0.740781719303381,False
ndcg,control over style,Style Control,0,10,15,607,10,15,632,0.0,0.4842956810708443,0.4864829656305162,0.740781719303381,False
recall,control over style,Style Control,1,56,14,561,57,15,632,0.7205513784461153,0.1127718072503798,0.7370102735905373,0.8125327247722077,False
f1,control over style,Style Control,0,93,15,524,93,15,632,0.0,4.837718430932593,0.0278437102385997,0.3182884126649935,False
win rate,control over style,Style Control,2,20,13,597,22,15,632,4.265734265734266,2.680113326537982,0.10160849723693,0.6102152194048444,False
precision,control over style,Style Control,1,35,14,582,36,15,632,1.1825396825396823,0.0256446514557381,0.87277120585789,0.9097110678556604,False
spearman correlation,control over style,Style Control,0,21,15,596,21,15,632,0.0,1.0262097365866762,0.3110505570483411,0.740781719303381,False
pearson correlation,control over style,Style Control,0,15,15,602,15,15,632,0.0,0.7294073549511825,0.3930753552803601,0.740781719303381,False
bleurt,control over style,Style Control,3,29,12,588,32,15,632,4.6875,4.307110825676308,0.0379533677505426,0.3793262820532382,False
qafacteval,control over style,Style Control,0,10,15,607,10,15,632,0.0,0.4842956810708443,0.4864829656305162,0.740781719303381,False
cider,control over style,Style Control,0,16,15,601,16,15,632,0.0,0.7786709404024335,0.3775479218749831,0.740781719303381,False
mrr,control over style,Style Control,0,13,15,604,13,15,632,0.0,0.6311222241056955,0.4269439733440768,0.740781719303381,False
distinct,control over style,Style Control,0,16,15,601,16,15,632,0.0,0.7786709404024335,0.3775479218749831,0.740781719303381,False
attack success rate asr,control over style,Style Control,0,14,15,603,14,15,632,0.0,0.6802245376591965,0.4095094161182955,0.740781719303381,False
perplexity,control over style,Style Control,1,28,14,589,29,15,632,1.4852216748768474,0.1341174177195716,0.7142005839752383,0.796507846396775,False
alignscore,control over style,Style Control,0,11,15,606,11,15,632,0.0,0.5331580570077463,0.4652821645169259,0.740781719303381,False
chair,control over style,Style Control,0,10,15,607,10,15,632,0.0,0.4842956810708443,0.4864829656305162,0.740781719303381,False
chrf,control over style,Style Control,0,13,15,604,13,15,632,0.0,0.6311222241056955,0.4269439733440768,0.740781719303381,False
comet,control over style,Style Control,0,27,15,590,27,15,632,0.0,1.3259780267839445,0.2495219932908762,0.740781719303381,False
cosine similarity,control over style,Style Control,0,13,15,604,13,15,632,0.0,0.6311222241056955,0.4269439733440768,0.740781719303381,False
auroc,control over style,Style Control,0,10,15,607,10,15,632,0.0,0.4842956810708443,0.4864829656305162,0.740781719303381,False
rouge,clarity,Clarity,7,158,16,451,165,23,632,1.2382575757575758,0.2244290146754779,0.6356857566931033,0.7539882696414163,False
bleu,clarity,Clarity,5,144,18,465,149,23,632,0.9004474272930648,0.0455034808326866,0.8310809242059394,0.8791480684630788,False
accuracy,clarity,Clarity,6,121,17,488,127,23,632,1.4034275127373783,0.5007921453676225,0.4791522670445116,0.740781719303381,False
exact match,clarity,Clarity,0,37,23,572,37,23,632,0.0,2.8284776701624974,0.0926061045423873,0.5901891534740096,False
moverscore,clarity,Clarity,0,19,23,590,19,23,632,0.0,1.4307262149009452,0.2316459564009719,0.740781719303381,False
meteor,clarity,Clarity,3,57,20,552,60,23,632,1.43,0.3183088903117239,0.5726257166467975,0.7412119148952531,False
unieval,clarity,Clarity,1,20,22,589,21,23,632,1.3225108225108224,0.071586937653876,0.7890400610055843,0.8494139326540397,False
g eval,clarity,Clarity,0,23,23,586,23,23,632,0.0,1.7376874445774515,0.1874321097474064,0.740781719303381,False
bertscore,clarity,Clarity,6,127,17,482,133,23,632,1.3241928350287482,0.3470717651390314,0.5557754317287189,0.740781719303381,False
bartscore,clarity,Clarity,0,34,23,575,34,23,632,0.0,2.592549322970642,0.1073673978429445,0.6131803250382504,False
questeval,clarity,Clarity,0,10,23,599,10,23,632,0.0,0.7474633057422817,0.3872805535067151,0.740781719303381,False
ndcg,clarity,Clarity,1,9,22,600,10,23,632,2.8272727272727276,0.8111295700057171,0.3677865036007508,0.740781719303381,False
recall,clarity,Clarity,1,56,22,553,57,23,632,0.4585326953748006,0.7666257419454796,0.3812629344289141,0.740781719303381,False
f1,clarity,Clarity,2,91,21,518,93,23,632,0.5519713261648747,0.7852313053425144,0.3755459803862756,0.740781719303381,False
win rate,clarity,Clarity,0,22,23,587,22,23,632,0.0,1.660754864982882,0.1975014343275562,0.740781719303381,False
precision,clarity,Clarity,1,35,22,574,36,23,632,0.7525252525252525,0.0873507143826126,0.767572584422543,0.8371438621996607,False
spearman correlation,clarity,Clarity,0,21,23,588,21,23,632,0.0,1.5839507520689948,0.2081925361328851,0.740781719303381,False
pearson correlation,clarity,Clarity,1,14,22,595,15,23,632,1.8696969696969696,0.3264744422099126,0.567742476023358,0.740781719303381,False
bleurt,clarity,Clarity,4,28,19,581,32,23,632,3.9473684210526314,4.868994288690274,0.0273434314677028,0.316526178192585,False
qafacteval,clarity,Clarity,0,10,23,599,10,23,632,0.0,0.7474633057422817,0.3872805535067151,0.740781719303381,False
cider,clarity,Clarity,1,15,22,594,16,23,632,1.75,0.2657173969173828,0.6062191553804923,0.7501053574024433,False
mrr,clarity,Clarity,1,12,22,597,13,23,632,2.164335664335664,0.4784602541472051,0.4891205872088757,0.740781719303381,False
distinct,clarity,Clarity,0,16,23,593,16,23,632,0.0,1.2018422689793329,0.2729537787706161,0.740781719303381,False
attack success rate asr,clarity,Clarity,0,14,23,595,14,23,632,0.0,1.0498833125668188,0.3055339625520302,0.740781719303381,False
perplexity,clarity,Clarity,0,29,23,580,29,23,632,0.0,2.202004984927002,0.1378313595023195,0.6716266264226144,False
alignscore,clarity,Clarity,1,10,22,599,11,23,632,2.566115702479339,0.6828747852428729,0.4085985564730203,0.740781719303381,False
chair,clarity,Clarity,0,10,23,599,10,23,632,0.0,0.7474633057422817,0.3872805535067151,0.740781719303381,False
chrf,clarity,Clarity,1,12,22,597,13,23,632,2.164335664335664,0.4784602541472051,0.4891205872088757,0.740781719303381,False
comet,clarity,Clarity,0,27,23,582,27,23,632,0.0,2.046711073048633,0.1525353952262108,0.7027386344300746,False
cosine similarity,clarity,Clarity,0,13,23,596,13,23,632,0.0,0.974091689340012,0.323661839038627,0.740781719303381,False
auroc,clarity,Clarity,0,10,23,599,10,23,632,0.0,0.7474633057422817,0.3872805535067151,0.740781719303381,False
rouge,usefulness for task/information need,Task Helpfulness,10,155,31,436,165,41,632,0.9130009775171064,0.0679500912091226,0.7943451651603193,0.8535186427383837,False
bleu,usefulness for task/information need,Task Helpfulness,11,138,30,453,149,41,632,1.1885906040268457,0.2504872500452944,0.616732198527795,0.7510007930142059,False
accuracy,usefulness for task/information need,Task Helpfulness,6,121,35,470,127,41,632,0.6816647919010123,0.8747416205357839,0.3496459635633092,0.740781719303381,False
exact match,usefulness for task/information need,Task Helpfulness,2,35,39,556,37,41,632,0.8246708246708246,0.0798586541532307,0.7774890496815834,0.8446578663301775,False
moverscore,usefulness for task/information need,Task Helpfulness,0,19,41,572,19,41,632,0.0,2.589256308313309,0.1075908429654037,0.6131803250382504,False
meteor,usefulness for task/information need,Task Helpfulness,1,59,40,532,60,41,632,0.2383333333333333,3.4488459222250496,0.0632959511700382,0.4980044328651322,False
unieval,usefulness for task/information need,Task Helpfulness,1,20,40,571,21,41,632,0.7273809523809522,0.1164503642314077,0.7329167068926915,0.8098654991173724,False
g eval,usefulness for task/information need,Task Helpfulness,0,23,41,568,23,41,632,0.0,3.144943224193085,0.0761626514335678,0.5441464432499831,False
bertscore,usefulness for task/information need,Task Helpfulness,7,126,34,465,133,41,632,0.7724458204334365,0.4360859995515058,0.5090176516830196,0.740781719303381,False
bartscore,usefulness for task/information need,Task Helpfulness,0,34,41,557,34,41,632,0.0,4.692797181658572,0.0302893010063616,0.3337297080761173,False
questeval,usefulness for task/information need,Task Helpfulness,0,10,41,581,10,41,632,0.0,1.3525657220014478,0.2448300742078613,0.740781719303381,False
ndcg,usefulness for task/information need,Task Helpfulness,0,10,41,581,10,41,632,0.0,1.3525657220014478,0.2448300742078613,0.740781719303381,False
recall,usefulness for task/information need,Task Helpfulness,1,56,40,535,57,41,632,0.2521929824561403,3.118525577953462,0.0774067946592336,0.5473574189432762,False
f1,usefulness for task/information need,Task Helpfulness,6,87,35,504,93,41,632,0.9935483870967744,0.0002297882947143,0.9879055150005468,0.9917009807552142,False
