raw_string,source,occurrences_llm,occurrences_human,chosen_id,chosen_name,chosen_type,chosen_source,stage1_qcet_id,stage1_qcet_fit,stage2_cluster_id,fit,construct,justification,cache_hit,error,override_applied
emotional label,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,correct emotion classification,Matches emotion class accuracy definition.,,,
entailment correctness,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage1_exact,QOC-c-1,strong,,strong,logical entailment accuracy,Directly measures semantic validity.,,,
entailment relation correctness,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage1_exact,QOC-c-1,strong,,strong,entailment relationship accuracy,Synonym for semantic correctness in entailment.,,,
enticement to act,human,0,1,QEF-w-2,Effect on User Behaviour,qcet,stage1_exact,QEF-w-2,strong,,strong,encouragement of user action,Directly measures output's influence on user behavior.,,,
entity recognition accuracy,human,0,1,QTC-w-2,Sequence Labelling Accuracy,qcet,stage1_exact,QTC-w-2,strong,,strong,accuracy in entity recognition,Directly matches sequence labeling accuracy for entities.,,,
erroneous span detection,human,0,1,QTC-w-2,Sequence Labelling Accuracy,qcet,stage1_exact,QTC-w-2,strong,,strong,accuracy in detecting error spans,Accuracy of sequence labels for error spans.,,,
erroneous text detection,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,accuracy in detecting erroneous texts,Accuracy of binary classification for text errors.,,,
error category detection,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,accuracy in categorizing errors,Accuracy of classifying errors into categories.,,,
error detection accuracy,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,correct identification of errors,Directly aligns with classification accuracy for error detection.,,,
error-free answers,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage1_exact,QOC-w-1,strong,,strong,absence of errors in answers,Directly matches QCET leaf for overall correctness.,,,
error rate,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage1_exact,QOC-w-1,strong,,strong,frequency of errors in outputs,Directly corresponds to fewer errors.,,,
error rate (CER),human,0,1,QTC-w-3.2,Character Matching,qcet,stage1_exact,QTC-w-3.2,strong,,strong,character error rate,Exact match for character-level errors.,,,
event relevance,human,0,1,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,input-appropriate events,Directly matches relevance to input for event content.,,,
"error spans (critical, major, minor, no-error)",llm,1,0,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage1_exact,QOC-w-1,strong,,strong,overall error presence and severity,Directly measures errors in generated text by severity level.,,,
execution accuracy,human,0,1,QEC-w-1,Functional Correctness,qcet,stage1_exact,QEC-w-1,strong,,strong,correct functional behavior,Direct match to functional correctness definition.,,,
exact answer match,llm,1,0,QTC-w-3,Complete Target Output Matching,qcet,stage1_exact,QTC-w-3,strong,,strong,exact match to target answer,Exact match of answer to target output.,,,
exact match,human,0,1,QTC-w-3,Complete Target Output Matching,qcet,stage1_exact,QTC-w-3,strong,,strong,exact match to target output,Exact match of entire output to target.,,,
exact word match,human,0,1,QTC-w-3.1,Complete Word Matching,qcet,stage1_exact,QTC-w-3.1,strong,,strong,exact match to target words,Exact match of words to target words.,,,
explanations for non-experts,llm,1,0,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,audience-appropriate explanations,Directly matches appropriateness for specific audience context.,,,
explanatory adequacy,human,0,1,QIG-w-3,Quality as Explanation of Input,qcet,stage1_exact,QIG-w-3,strong,,strong,completeness of explanations,Perfect match for explanation quality relative to input.,,,
explicit identification of different individuals,llm,1,0,QEG-w-7,Clarity of Referents,qcet,stage1_exact,QEG-w-7,strong,,strong,clarity in identifying referents,Directly matches QCET's definition of clear referent identification.,,,
expression diversity,human,0,1,QOF-f-1,Diversity/Non-diversity (form),qcet,stage1_exact,QOF-w-1,strong,,strong,diversity in expression form,Direct match for form diversity.,,,
extra information,human,0,1,QIC-c-2,Absence of Additions (relative to input),qcet,stage1_exact,QIC-c-2,strong,,strong,unwanted content additions,Directly matches additions relative to input.,,,
extrinsically hallucinated,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,hallucinations contradicting reality,Directly matches factual untruths about real-world information.,,,
fabricated references,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,invented reference sources,Specific case of factual untruths about external information.,,,
extractiveness,human,0,1,QIF-c-2,Similarity/Dissimilarity to Input (content/meaning),qcet,stage1_exact,QIF-c-2,strong,,strong,degree of content copied from input,Similarity to input in content captures extractiveness.,,,
factual,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,factual truth of output,Direct synonym for factual accuracy.,,,
factual similarity,human,0,1,QEF-c-1,Similarity/Dissimilarity to Non-target Reference (content/meaning),qcet,stage3_split_keep_stage1,QEF-c-1,partial,6,partial,content similarity to references,Stage-3 SPLIT verdict; per-variant target from Stage-1.,,,
factual soundness,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,absence of real-world untruths,Direct synonym for factual correctness.,,,
factuality by world knowledge,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,real-world factual accuracy,Explicitly matches real-world frame.,,,
factual correctness (descriptive facts),human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,real-world factual accuracy,Directly matches truth of explicit statements.,,,
factual fabrication,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,presence of invented false information,"Directly measures untruths in outputs, matching QCET's factual truth definition.",,,
factual inaccuracies,llm,1,0,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,presence of incorrect factual claims,Synonym for factual errors covered by QCET's real-world untruths leaf.,,,
factual recall,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage1_exact,QIC-c-1,strong,,strong,coverage of input facts,Directly matches omission reduction for content units from input.,,,
factually accurate,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,agreement with real-world facts,Direct synonym for Factual Truth.,,,
factually correct,llm,1,0,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,agreement with real-world facts,Direct synonym for Factual Truth.,,,
faithfulness to document,human,0,1,QEC-c-2,Relative Factual Accuracy,qcet,stage1_exact,QEC-c-2,strong,,strong,truthfulness to source document,Directly measures factual accuracy against a specific external source.,,,
faithfulness to image,human,0,1,QEC-c-2,Relative Factual Accuracy,qcet,stage1_exact,QEC-c-2,strong,,strong,truthfulness to visual content,Assesses accuracy against an external source (image).,,,
fallacy class match,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,accuracy in fallacy classification,Directly measures class matching against targets.,,,
faithfulness (extrinsic errors),human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,factual accuracy to real world,"Extrinsic errors imply real-world untruths, matching Factual Truth.",,,
faithfulness to chat history,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage1_exact,QIC-c-3,strong,,strong,consistency with input history,"Chat history is input, so consistency applies directly.",,,
false information,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,presence of incorrect facts,Directly matches factual untruths in QCET definition.,,,
fewer hallucinations,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,absence of fabricated content,Directly matches factual truth by reducing untruths.,,,
fit with context,human,0,1,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,contextual appropriateness,Direct match to QCET's appropriateness definition.,,,
fluent,human,0,1,QOG-w-3,Fluency,qcet,stage1_exact,QOG-w-3,strong,,strong,linguistic smoothness,Direct synonym for QCET fluency leaf.,,,
followability,human,0,1,QOG-w-5.1.1,Speed of Understanding,qcet,stage1_exact,QOG-w-5.1.1,strong,,strong,ease of comprehension,Matches quick understanding definition.,,,
forgetting,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage1_exact,QIC-c-1,strong,,strong,omission of input content,Directly matches failure to include required information.,,,
format compliance,llm,1,0,QEC-f-1,Adherence to Style Guide,qcet,stage1_exact,QEC-f-1,strong,,strong,conformance to structural rules,Format rules are style guide components.,,,
formula correctness,llm,1,0,QEC-w-1,Functional Correctness,qcet,stage1_exact,QOC-c-1,strong,,strong,mathematical accuracy,Formulas require functional validation against target behavior or tests.,,,
freedom from hallucinations,human,0,1,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,absence of fabricated information,Hallucinations directly contradict factual truth.,,,
freedom from overt mistakes,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage1_exact,QOC-w-1,strong,,strong,absence of obvious errors,Matches broad correctness definition for outputs.,,,
functional equivalence,llm,1,0,QEC-w-1,Functional Correctness,qcet,stage1_exact,QEC-w-1,strong,,strong,output behavior alignment,Direct match to functional behavior correctness.,,,
functionality correctness,llm,1,0,QEC-w-1,Functional Correctness,qcet,stage1_exact,QEC-w-1,strong,,strong,behavioral accuracy,Synonym for functional behavior alignment.,,,
full coverage,llm,1,0,QIC-c-1,Absence of Omissions (relative to input),qcet,stage1_exact,QIC-c-1,strong,,strong,completeness relative to input,Checks if output includes all input content.,,,
funniness,human,0,1,QOF-w-5,Humorousness/Non-humorousness,qcet,stage1_exact,QOF-w-5,strong,,strong,humor level in output,Direct match to humorousness leaf.,,,
gender identification,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,accuracy of gender classification,Direct match to classification accuracy.,,,
genre identification,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage1_exact,QTC-w-1,strong,,strong,accuracy in genre classification,Matches classification accuracy for genre labels.,,,
general translation quality,human,0,1,QIC-w-1,Translation Accuracy,qcet,stage1_exact,QIC-w-1,strong,,strong,translation error rate,Direct match to QCET translation correctness leaf.,,,
generation appropriateness,human,0,1,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,contextual suitability,Exact match to QCET's external-context appropriateness leaf.,,,
goal-relevance,human,0,1,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,output relevance to goals,Directly matches input relevance criterion.,,,
global coherence,human,0,1,QOG-c-3,Coherence,qcet,stage1_exact,QOG-c-3,strong,,strong,overall coherence of content,Directly matches QCET's coherence definition.,,,
glossing conventions,human,0,1,QEC-f-1,Adherence to Style Guide,qcet,stage1_exact,QEC-f-1,strong,,strong,adherence to annotation style guide,Glossing conventions are a specific style guide.,,,
good match for intended purpose,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage1_exact,QEG-w-3.1,strong,,strong,suitability for task or need,Directly matches usefulness for task.,,,
grammatical quality,human,0,1,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammatical errors,Direct synonym for grammaticality.,,,
grammatical soundness,human,0,1,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammatical errors,Direct match to grammaticality definition.,,,
grammatical complexity,human,0,1,QOF-f-3,Complexity/Non-complexity (form),qcet,stage1_exact,QOF-f-3,strong,,strong,syntactic complexity level,Directly matches form complexity definition.,,,
grammatical error,human,0,1,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammar mistakes,Synonymous with grammatical errors criterion.,,,
grammatical errors,human,0,1,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammar mistakes,Plural form of grammatical error.,,,
grammar and syntax,llm,1,0,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,grammatical correctness,Syntax is subsumed under QCET's grammaticality definition.,,,
grammar mistakes,human,0,1,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammatical errors,Directly matches QCET's grammaticality leaf definition.,,,
healthy behaviors,llm,1,0,QEF-w-2,Effect on User Behaviour,qcet,stage1_exact,QEF-w-2,strong,,strong,promotion of healthy user behaviors,Directly measures effect on user behavior.,,,
helpfulness for purchase decision,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage1_exact,QEG-w-3.1,strong,,strong,usefulness for making purchase decisions,Matches task-specific usefulness.,,,
helpfulness for understanding AI reasoning,human,0,1,QEG-w-4,Goodness as Explanation of System Behaviour,qcet,stage1_exact,QEG-w-4,strong,,strong,clarity in explaining AI reasoning,Directly about explanation quality.,,,
human answerability,human,0,1,QIG-c-1,Answerability from Input,qcet,stage1_exact,QIG-c-1,strong,,strong,question answerability by humans,Direct match to QCET leaf definition.,,,
human authorship,human,0,1,QOG-w-4,Humanlikeness,qcet,stage1_exact,QOG-w-4,strong,,strong,resemblance to human-authored text,Near-synonym of QCET humanlikeness.,,,
historical consistency,llm,1,0,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,consistency with historical facts,Historical facts are real-world truth.,,,
